category,sub_category,producer,product_type,product,kosher_type,kosher_stamp,comment
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Cocco","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Fragola","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Liquirizia","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Mascaropone","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Nocciola","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Panna Cotta","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Pistacchio","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Stracciatella","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Tiramisù","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Vaniglia","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Gelato Zabaglione","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Tartufo","m","-","-"
"is & dessert","iskrem","Hennig-Olsen","isbar- og storhusholdningsprodukter:isbar","Bella Italia Cocco","m","-","-"

"is & dessert","iskrem","Ben & Jerry’s","info","De fleste typer er KOF-K-stemplet","m","KOF-K","-"

"is & dessert","iskrem","Häagen-Dazs","info","De fleste typer er OU-stemplet","m","OU","-"

"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Maple walnut","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Swiss chocolate","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Vanilla","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Caramelita","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Strawberry","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Double cream and strawberry limited edititon","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Pistachio","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Forest fruits - laktosefri","p","-","-"
"is & dessert","iskrem","Mövenpick","Literis i butikk","Mövenpick Exotic fruits – laktosefri","p","-","-"

"is & dessert","iskrem","Mövenpick","isbar","Alle typer","m","-","-"

"is & dessert","iskrem","Choice","-","Smooth Vanilla","p","-","-"
"is & dessert","iskrem","Choice","-","Heavenly Chocolate","p","-","-"
"is & dessert","iskrem","Choice","-","Refreshing Strawberry","-","-","Saknar info om koshertype"
"is & dessert","iskrem","Choice","-","Lovely Vanilla","p","-","-"
"is & dessert","iskrem","Choice","-","Almond with a Cocoa Twist","p","-","-"
"is & dessert","iskrem","Choice","-","Refreshing Strawberry Stick","p","-","-"
"is & dessert","iskrem","Choice","-","Lovely Vanilla Cone","p","-","-"
"is & dessert","iskrem","Choice","-","Soft Caramel Toffee Cone","p","-","-"
"is & dessert","iskrem","Choice","-","Juicy Pear Stick","p","-","-"

"is & dessert","iskrem","Oatly","-","Banan","p","-","-"
"is & dessert","iskrem","Oatly","-","Choklad","p","-","-"
"is & dessert","iskrem","Oatly","-","Vanilj","p","-","-"


















