category,sub_category,producer,product_type,product,kosher_type,kosher_stamp,comment
"meieri & ost","yoghurt","Tine","-","Yoghurt Vårfrisk, alle typer","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt sviske","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt vanilje","m","-","-"
"meieri & ost","yoghurt","Tine","-","Piano® Duo yoghurt sjokolade og sjokocrisp","m","-","-"
"meieri & ost","yoghurt","Tine","-","Piano® Duo yoghurt nøttetoffee og sjokocrisp","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen Jordbæryoghurt og müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen Mango/bananyoghurt og müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen Melon/Pasjonsfruktyoghurt med 4-kornmüsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen Skogsbæryoghurt og müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen Vaniljeyoghurt med nøttemix","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen Vaniljeyoghurt med havrecrisp","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgenDragefrukt/bringebærmed","m","-","-"granola
"meieri & ost","yoghurt","Tine","-","Go'morgen Naturellyoghurt med nøttecrüsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen UTEN Mangoyoghurt med müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen UTEN Vaniljeyoghurt med nøttekrønsj","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen UTEN Jordbær/Limeyoghurt med müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen UTEN Bringebæryoghurt med müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Go'morgen UTEN Pasjonsfrukt/Kokos med granola","m","-","-"
"meieri & ost","yoghurt","Tine","-","Fyldig Yoghurt Gresk Vanilje","m","-","-"
"meieri & ost","yoghurt","Tine","-","Fyldig Yoghurt Gresk Pasjonsfrukt","m","-","-"
"meieri & ost","yoghurt","Tine","-","Fyldig Yoghurt Gresk Fersken","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt Gresk Jordbær","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt Gresk Vanilje med granolatopping","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt Gresk Pasjonsfrukt med granolatopping","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt Gresk Sitron","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt Gresk Jordbær 4 pk","m","-","-"
"meieri & ost","yoghurt","Tine","-","Litago Blåbæryoghurt og müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Litago Jordbæryoghurt og müsli","m","-","-"
"meieri & ost","yoghurt","Tine","-","Litago Yoghurt Banan","m","-","-"
"meieri & ost","yoghurt","Tine","-","Litago Yoghurt Blåbær","m","-","-"
"meieri & ost","yoghurt","Tine","-","Litago Yoghurt Bringebær","m","-","-"
"meieri & ost","yoghurt","Tine","-","Litago Yoghurt Jordbær","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt Mild & Lett Naturell","m","-","-"
"meieri & ost","yoghurt","Tine","-","Yoghurt Naturell","m","-","-"
"meieri & ost","yoghurt","Tine","-","Laktosefri Yoghurt Naturell","m","-","-"
"meieri & ost","yoghurt","Tine","-","Økologisk Yoghurt Naturell","m","-","-"

"meieri & ost","smør og margarin","Mills","-","Soft Flora","m","-","-"
"meieri & ost","smør og margarin","Mills","-","Soft Lett","m","-","-"
"meieri & ost","smør og margarin","Mills","-","Soft Steke og Bake","m","-","-"
"meieri & ost","smør og margarin","Mills","-","Soft Spesial","p","-","-"

"meieri & ost","smør og margarin","Melange","-","Melange","m","-","-"
"meieri & ost","smør og margarin","Melange","-","Flytende Melange","m","-","-"
"meieri & ost","smør og margarin","Melange","-","Melange uten salt og melk","p","-","-"

"meieri & ost","smør og margarin","Tine","-","Ekte meierismør","m","-","-"
"meieri & ost","smør og margarin","Tine","-","Kviteseidsmør","m","-","-"
"meieri & ost","smør og margarin","Tine","-","Kviteseidsmør med kvitløk","m","-","-"
"meieri & ost","smør og margarin","Tine","-","Setersmør","m","-","-"
"meieri & ost","smør og margarin","Tine","-","Usaltet meierismør","m","-","-"

"meieri & ost","smør og margarin","Vita hjertego’","-","Vita Hjertego’ Flytende","m","-","-"
"meieri & ost","smør og margarin","Vita hjertego’","-","Vita Hjertego’ Lettmargarin","m","-","-"
"meieri & ost","smør og margarin","Vita hjertego’","-","Vita Hjertego’ Margarin","m","-","-"
"meieri & ost","smør og margarin","Vita hjertego’","-","Vita Proaktiv","m","-","-"

"meieri & ost","ost","info","-","Hard gul-/hvitost må kjøpes i kosherbutikken.","-","-","-"

"meieri & ost","ost","Synnøve","-","Fløtemys","m","-","-"
"meieri & ost","ost","Synnøve","-","Gudbrand","m","-","-"
"meieri & ost","ost","Synnøve","-","Sjokobrun","m","-","-"
"meieri & ost","ost","Synnøve","-","Herkules Prim","m","-","-"
"meieri & ost","ost","Synnøve","-","Original Prim","m","-","-"
"meieri & ost","ost","Synnøve","-","Go’ Vegan Bit","p","-","-"
"meieri & ost","ost","Synnøve","-","Go’ Vegan Revet","p","-","-"
"meieri & ost","ost","Synnøve","-","Go’ Vegan Skivet","p","-","-"

"meieri & ost","ost","Tofutti","-","Alle sorter merket K","p","K,כ","-"
"meieri & ost","ost","Galbani","-","Santa Lucia Mascarpone","m","-","-"
"meieri & ost","ost","Yeşilova","-","Krembeyaz","m","-","-"

"meieri & ost","ost","Arla","-","Apetina feta hel bit, 150 g","m","-","-"
"meieri & ost","ost","Arla","-","Apetina grill cheese","m","-","-"
"meieri & ost","ost","Arla","-","Apetina hel bit i lake","m","-","-"
"meieri & ost","ost","Arla","-","Apetina ternet i lake","m","-","-"
"meieri & ost","ost","Arla","-","Apetina ternet i olje","m","-","-"
"meieri & ost","ost","Arla","-","Apetina ternet i olje herbes de Provence 29%","m","-","-"
"meieri & ost","ost","Arla","-","Apetina ternet i olje smoked chili","m","-","-"
"meieri & ost","ost","Arla","-","Apetina hvitløk & persille ternet 22%","m","-","-"
"meieri & ost","ost","Arla","-","Apetina hvitost hel bit 10%","m","-","-"
"meieri & ost","ost","Arla","-","Castello økologisk kremost hvitløk","m","-","-"
"meieri & ost","ost","Arla","-","Castello økologisk kremost urter","m","-","-"

"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia Original","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia light","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia Laktosefri Original","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia light hvitløk og urter","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia yoghurt","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia Sweet Chili","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia French Herbs","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia Krydder","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia hvitløk","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia Gressløk","m","-","-"
"meieri & ost","ost","Kraft - Philadelphia","-","Philadelphia Freia","m","-","-"

"meieri & ost","ost","Tine","-","Kremgo’ Naturell","m","-","-"
"meieri & ost","ost","Tine","-","Kremgo’ Mandarin og Ananas","m","-","-"
"meieri & ost","ost","Tine","-","Kremost Hvitløk","m","-","-"
"meieri & ost","ost","Tine","-","Kremgo’ Krydder","m","-","-"
"meieri & ost","ost","Tine","-","Kremgo’ Pepper","m","-","-"
"meieri & ost","ost","Tine","-","Kremgo’ Urter","m","-","-"
"meieri & ost","ost","Tine","-","Kremgo’ Afrikansk Paprika","m","-","-"
"meieri & ost","ost","Tine","-","Kremgo’ Lett Krydder","m","-","-"
"meieri & ost","ost","Tine","-","Cottage Cheese Original","m","-","-"
"meieri & ost","ost","Tine","-","Mager Cottage Cheese","m","-","-"
"meieri & ost","ost","Tine","-","Mager Cottage Cheese & Yoghurt","m","-","-"
"meieri & ost","ost","Tine","-","Ekte Geitost","m","-","-"
"meieri & ost","ost","Tine","-","Fløtemysost Original","m","-","-"
"meieri & ost","ost","Tine","-","Gudbrandsdalsost Original","m","-","-"
