category,sub_category,producer,product_type,product,kosher_type,kosher_stamp,comment
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Sjokoladeboller 8 pk","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Ferske Boller 8 pk","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Martin Nordby Hveteboller 8 pk","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Martin Nordby Rosinboller 8 pk","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Fobetron 6 pk","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Vaniljeboller 6 pk","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Skolebrød","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Skillingsboller","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Sommerbolle","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Solskinnsboller","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Ferske Skolebrød","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Ferske Sommerbolle","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Molde Bakeri Hvetebolle","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Molde Bakeri Rosinbolle","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Hvetestang","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Julekake, rund 450 g","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Ekte julekake 750 g","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Vørterkake","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Molde Bakeri Stor hvetebolle m/egg","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Molde Bakeri Stor rosinbolle m/egg","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Hvetekaker 4 pk","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Frokostbrød 4 pk","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Julebrød","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Sirupskaker","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Melkekake","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Brennåsen 12 øres","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Purker","m","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Kanelstang","mprod","-","-"
"bakevarer","kaker og boller","Bakehuset","hvetebakst","Martin Nordby Hvetebolle","mprod","-","-"

"bakevarer","kaker og boller","Bakehuset","kaker","Suksessterte","m","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Bamsekake","m","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Sjokoladekake","m","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Marsipan Valnøtt","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Marsipan Syltetøy","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Jordbærgelé","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Jordbærgelékake","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Ostekake","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Marsipan Lugano","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Sjokolademousse","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Cappuccinokake","ik","-","-"
"bakevarer","kaker og boller","Bakehuset","kaker","Marsipanvanilje og Bløtkake Syltetøy","ik","-","-"

"bakevarer","kaker og boller","Bakehuset","wienervarer","Alle wienervarer","???","-","Kosher, saknar info om kosher-type."
"bakevarer","kaker og boller","Bakehuset","wienervarer","Wienerstang med makron","???","-","Kosher, men saknar info om kosher-type."

"bakevarer","kaker og boller","Delicato","store kaker","Fransk sjokoladekake","m","-","-"
"bakevarer","kaker og boller","Delicato","store kaker","Mandelkake","m","-","-"
"bakevarer","kaker og boller","Delicato","store kaker","Mandeltofféekake","m","-","-"
"bakevarer","kaker og boller","Delicato","store kaker","Toscanakake","m","-","-"
"bakevarer","kaker og boller","Delicato","store kaker","Sacherkake","m","-","-"

"bakevarer","kaker og boller","Delicato","kokosboller","Kokosbolle","m","-","-"
"bakevarer","kaker og boller","Delicato","kokosboller","Kokosraketter","m","-","-"

"bakevarer","kaker og boller","Delicato","biter","Sacherbakelse","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Kinuskibakelse","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Sitronbiskvi lyx","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Biskvi lyx","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Tosca lyx","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Mazarin","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Delicatobolle","p","-","-"
"bakevarer","kaker og boller","Delicato","biter","Beskvi","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Arraksbolle","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Punch","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Crisp","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Nøttepunch","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Havrekokos","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Havrekokos uten sukker","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Sitronkake uten sukker","m","-","-"
"bakevarer","kaker og boller","Delicato","biter","Delicatobolle uten sukker","m","-","-"

"bakevarer","kaker og boller","Findus","-","Kanelboller","p","-","-"
"bakevarer","kaker og boller","Findus","-","Wienerbrød","m","-","-"
"bakevarer","kaker og boller","Findus","-","Solskinnsboller","m","-","-"
"bakevarer","kaker og boller","Findus","-","Pain au Chocolat","m","-","-"
"bakevarer","kaker og boller","Findus","-","Nøtteroser","m","-","-"

"bakevarer","kaker og boller","Pågen","-","Gifler kanel","m","-","-"
"bakevarer","kaker og boller","Pågen","-","Kanelboller","p","-","-"

"bakevarer","kjeks","Oreo","-","Oreo Original","p","-","-"
"bakevarer","kjeks","Oreo","-","Mini","p","-","-"
"bakevarer","kjeks","Oreo","-","Oreo Dobbel","p","-","-"
"bakevarer","kjeks","Oreo","-","Oreo Crispy & Thin","p","-","-"

"bakevarer","kjeks","Sætre","-","Ballerina Blåbærlykke","p","-","-"
"bakevarer","kjeks","Sætre","-","Ballerina Doble Sjokokjeks","m","-","-"
"bakevarer","kjeks","Sætre","-","Ballerina Melkesjoko","m","-","-"
"bakevarer","kjeks","Sætre","-","Ballerina Original (Nougat)","m","-","-"
"bakevarer","kjeks","Sætre","-","Ballerina Duo","m","-","-"
"bakevarer","kjeks","Sætre","-","Bixit Original","p","-","-"
"bakevarer","kjeks","Sætre","-","Bixit Sjokolade","m","-","-"
"bakevarer","kjeks","Sætre","-","Bixit Fullkornsbar Blåbær","p","-","-"
"bakevarer","kjeks","Sætre","-","Bixit Turbar Sjokolade","m","-","-"
"bakevarer","kjeks","Sætre","-","Bixit Havrebar mandler og sjokolade","m","-","-"
"bakevarer","kjeks","Sætre","-","Bixit Havrebar Blåbær og Tranebær","m","-","-"
"bakevarer","kjeks","Sætre","-","Bokstavkjeks Original","p","-","-"
"bakevarer","kjeks","Sætre","-","Café Bakeriet Bare Bær","p","-","-"
"bakevarer","kjeks","Sætre","-","Cafe Bakeriet Lys Sjokoladetrio","m","-","-"
"bakevarer","kjeks","Sætre","-","Cafe Bakeriet Skogsbærdrøm","m","-","-"
"bakevarer","kjeks","Sætre","-","Café Bakeriet Sjokoladeterapi","m","-","-"
"bakevarer","kjeks","Sætre","-","Cremekjeks Sitron","p","-","-"
"bakevarer","kjeks","Sætre","-","Crispo melkesjokoladekjeks","m","-","-"
"bakevarer","kjeks","Sætre","-","Digestive","p","-","-"
"bakevarer","kjeks","Sætre","-","Sætres Figurpepperkaker","m","-","-"
"bakevarer","kjeks","Sætre","-","￼￼￼￼Gjende Original","p","-","-"
"bakevarer","kjeks","Sætre","-","Gjende Sjokolade","m","-","-"
"bakevarer","kjeks","Sætre","-","Gjende Eventyrkjeks","p","-","-"
"bakevarer","kjeks","Sætre","-","Gullvafler dobbeltvafler Vanilje","p","-","-"
"bakevarer","kjeks","Sætre","-","Gullvafler sitron","p","-","-"
"bakevarer","kjeks","Sætre","-","Ingefærnøtter","p","-","-"
"bakevarer","kjeks","Sætre","-","Kaptein","p","-","-"
"bakevarer","kjeks","Sætre","-","Mariekjeks","p","-","-"
"bakevarer","kjeks","Sætre","-","Mokka og melkesjokoladekjeks","m","-","-"
"bakevarer","kjeks","Sætre","-","Pepita","p","-","-"
"bakevarer","kjeks","Sætre","-","Per","p","-","-"
"bakevarer","kjeks","Sætre","-","Pepperkaker","m","-","-"
"bakevarer","kjeks","Sætre","-","Safari Sjokoladecookies","m","-","-"
"bakevarer","kjeks","Sætre","-","Safari Cookies Original","m","-","-"
"bakevarer","kjeks","Sætre","-","Sjokoringer","m","-","-"
"bakevarer","kjeks","Sætre","-","Sætres Beste Pepparkaker","p","-","-"
"bakevarer","kjeks","Sætre","-","Sætres Beste Fine Rugkjeks","p","-","-"
"bakevarer","kjeks","Sætre","-","Sætres Beste Sprø Saltkjeks","p","-","-"
"bakevarer","kjeks","Sætre","-","Sætres Beste Tynne Speltkjeks","p","-","-"
"bakevarer","kjeks","Sætre","-","Sætres Sjokoladeruter","m","-","-"
"bakevarer","kjeks","Sætre","-","Tom & Jerry","p","-","-"

"bakevarer","kjeks","Pirouline","-","Chocolate Wafer Rolls","m","-","-"
"bakevarer","kjeks","Pirouline","-","Mint Wafer Rolls","m","-","-"
"bakevarer","kjeks","Pirouline","Pirouluxe","Wafer Rolls","m","-","-"

"bakevarer","kjeks","Kavli","-","Fullkorn hvetekjeks","p","-","-"
"bakevarer","kjeks","Kavli","-","Fullkorn rugkjeks med sesamfrø","p","-","-"
"bakevarer","kjeks","Kavli","-","LazyTown kjeks","p","-","-"
"bakevarer","kjeks","Kavli","-","Sibas havrekjeks","p","-","-"

"bakevarer","kjeks","Royal Dansk","-","Alle sorter","m","-","-"

"bakevarer","kjeks","Walkers","-","Alle sorter med OU-merke","p","OU","-"

"bakevarer","kjeks","Nyåkers","-","Pepperkakor","p","-","-"
"bakevarer","kjeks","Nyåkers","-","Havreflarn","p","-","-"
"bakevarer","kjeks","Nyåkers","-","Makalös","p","-","-"
"bakevarer","kjeks","Nyåkers","-","Pralinkakor","m","-","-"

"bakevarer","kjeks","IKEA","-","Sötsak Dammsugare","m","-","-"
"bakevarer","kjeks","IKEA","-","Kakor chokladflarn","m","-","-"
"bakevarer","kjeks","IKEA","-","Kakor hallon","p","-","-"
"bakevarer","kjeks","IKEA","-","Kakor havreflarn","m","-","-"
"bakevarer","kjeks","IKEA","-","Sötsak kakaoboll","m","-","-"
"bakevarer","kjeks","IKEA","-","Pepparkakor","p","-","-"

"bakevarer","knekkebrød og flatbrød","GG Unique Fiber","-","Alle typer","p","-","-"

"bakevarer","knekkebrød og flatbrød","Kavli","-","Kavli rug knekkebrød","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Kavli 5-korn knekkebrød","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Korni flatbrød","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Korni flatbrød kuvert","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Oreo Sjokoladetrukket","m","-","-"

"bakevarer","knekkebrød og flatbrød","Pågen","-","Krisprolls kardemumma","p","-","-"
"bakevarer","knekkebrød og flatbrød","Pågen","-","Krisprolls naturell","p","-","-"

"bakevarer","knekkebrød og flatbrød","Ryvita","-","Multi-Grain","p","-","-"
"bakevarer","knekkebrød og flatbrød","Ryvita","-","Fullkornsrug","p","-","-"
"bakevarer","knekkebrød og flatbrød","Ryvita","-","Sesam (OU)","p","-","-"

"bakevarer","knekkebrød og flatbrød","Kavli","-","Fiberrik Solsikkekjerner","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Bruschetta Havsalt og Olivenolje","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Bruschetta Hvitløk og Olivenolje","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Fiberrik Tranebaer & Blåbær","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Frokost Crackers","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Kornmo Original","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Kornmo Knekkebrød Havre og solsikke","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Kornmo Knekkebrød Urter og Havsalt","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Kaptein","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Start","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Sætres Beste Salinas","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Sætres Beste Sprø Saltkjeks","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Sætres Beste Tynne Speltkjeks","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Sætres Beste Tynne Rugknekkebrød","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Sætres Beste Tynne Speltknekkebrød","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Sætres 5 beste til ost","p","-","-"
"bakevarer","knekkebrød og flatbrød","Kavli","-","Tapini hvitløk og basilikum","p","-","-"

"bakevarer","knekkebrød og flatbrød","Wasa","-","Wasa Sandwich","ik","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Ideal flatbrød","ik","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Rågi","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Husman","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Sport","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Frukost Fullkorn","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Frukost","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Sport +","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Delikatess Sesam","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Fiber Plus","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Havre","m","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Break","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Multigrain","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Solruta Sesam","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Solruta Spelt","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Solruta Quinao & Kuttet Rug","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Ekologisk Fullkornknäcke","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Gluten & Laktosfritt","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","FavoRice Naturell","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","FavoRice Original","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","FavoRice Popcorn","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Crosties","m","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Frukost Skorpa","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Fullkorn Skorpa","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Rugsprø Original","p","-","-"
"bakevarer","knekkebrød og flatbrød","Wasa","-","Rugsprø Havre","p","-","-"

"bakevarer","knekkebrød og flatbrød","div produsenter","-","Riskaker","???","-","Alle typer riskaker, fra alle produsenter, er kosher, bortsett fra dem som inneholder ost."

"bakevarer","Lomper og Lefser","Aulie Lompebakeri","-","Julelefser","p","-","-"
"bakevarer","Lomper og Lefser","Aulie Lompebakeri","-","Lefserull","p","-","-"
"bakevarer","Lomper og Lefser","Aulie Lompebakeri","-","Lomper","p","-","-"
"bakevarer","Lomper og Lefser","Aulie Lompebakeri","-","Speltlomper","p","-","-"
"bakevarer","Lomper og Lefser","Aulie Lompebakeri","-","Store lomper","p","-","-"
"bakevarer","Lomper og Lefser","Aulie Lompebakeri","-","Potetlefser","p","-","-"
"bakevarer","Lomper og Lefser","Finstad","-","Kuvertlefser","p","-","-"
"bakevarer","Lomper og Lefser","Finstad","-","Grillomper","p","-","-"
"bakevarer","Lomper og Lefser","Finstad","-","Lomper","p","-","-"
"bakevarer","Lomper og Lefser","Finstad","-","Speltlomper","p","-","-"
"bakevarer","Lomper og Lefser","Lompehuset","-","Potetlomper","p","-","-"
"bakevarer","Lomper og Lefser","Ola-Lompa","-","Ekte potetkaker","p","-","-"
"bakevarer","Lomper og Lefser","Ola-Lompa","-","Ola-lefser","p","-","-"
"bakevarer","Lomper og Lefser","Ola-Lompa","-","Store lomper","p","-","-"
"bakevarer","Lomper og Lefser","Ola-Lompa","-","Vikinglomper","p","-","-"

